#Wavelength Flux FluxErr FluxGeo
 .98150  0.9501  0.0170  1.0170
 .98172  0.9688  0.0165  0.9407
 .98195  0.9220  0.0192  0.9702
 .98218  0.9875  0.0178  1.0976
 .98241  0.9988  0.0131  1.1003
 .98264  0.9934  0.0163  1.0517
 .98287  0.9862  0.0170  1.0299
 .98310  0.9939  0.0175  1.0194
 .98332  0.9783  0.0155  1.0420
 .98355  0.9592  0.0168  1.1004
 .98378  0.9789  0.0142  0.8933
 .98401  0.9357  0.0144  1.0289
 .98424  1.0288  0.0144  1.0027
 .98447  1.0443  0.0196  0.9951
 .98470  1.0362  0.0165  1.0260
 .98493  1.0222  0.0136  1.0406
 .98516  0.9759  0.0157  1.0058
 .98538  0.9084  0.0141  0.9920
 .98561  0.9572  0.0173  0.9896
 .98584  0.9508  0.0215  0.9900
 .98607  0.9652  0.0179  1.0040
 .98630  1.1370  0.0133  1.0530
 .98653  1.0203  0.0156  1.0466
 .98676  0.9400  0.0144  1.0267
 .98699  0.9464  0.0130  0.9428
 .98722  0.9747  0.0164  0.9882
 .98745  1.0335  0.0182  1.0394
 .98768  1.0145  0.0171  1.0685
 .98791  1.1075  0.0139  1.0897
 .98814  1.0039  0.0143  1.0684
 .98837  1.0632  0.0181  0.9976
 .98860  0.9639  0.0159  1.1059
 .98883  1.0268  0.0244  1.0415
 .98906  1.0676  0.0179  1.1280
 .98929  1.0181  0.0145  1.1101
 .98952  1.0876  0.0172  1.0668
 .98975  1.0241  0.0197  1.0862
 .98998  0.9510  0.0166  0.9786
 .99021  1.0002  0.0162  1.0007
 .99044  0.9859  0.0161  0.9830
 .99067  1.0947  0.0132  1.0265
 .99090  1.0123  0.0149  1.0604
 .99113  0.9709  0.0149  1.0259
 .99136  0.9639  0.0149  0.9567
 .99159  0.8915  0.0132  0.9494
 .99182  1.0131  0.0136  1.0526
 .99205  0.9898  0.0134  1.0284
 .99228  0.9989  0.0132  1.0412
 .99252  0.9857  0.0147  1.0150
 .99275  1.0104  0.0169  0.9898
 .99298  1.0054  0.0203  1.0099
 .99321  1.0774  0.0154  1.0474
 .99344  1.0387  0.0147  1.0397
 .99367  1.0202  0.0144  1.0383
 .99390  0.9949  0.0163  1.0185
 .99413  0.9975  0.0153  0.9953
 .99436  1.0027  0.0126  1.0598
 .99460  0.9688  0.0174  1.0896
 .99483  0.9855  0.0177  1.0810
 .99506  1.1099  0.0149  1.0663
 .99529  1.0033  0.0129  1.0368
 .99552  0.9781  0.0165  0.8976
 .99575  1.1239  0.0156  1.0093
 .99598  1.0403  0.0174  1.0425
 .99622  0.9636  0.0175  1.0486
 .99645  0.9835  0.0193  1.0110
 .99668  1.0863  0.0170  1.1334
 .99691  1.0722  0.0157  1.0946
 .99714  1.1036  0.0166  1.0844
 .99738  1.1614  0.0230  1.1127
 .99761  1.0732  0.0188  1.0156
 .99784  1.1487  0.0168  0.9515
 .99807  1.0728  0.0215  1.0616
 .99830  1.0936  0.0143  1.0894
 .99854  1.1079  0.0124  1.1090
 .99877  1.0263  0.0138  1.1583
 .99900  1.0373  0.0159  1.1150
 .99923  1.0900  0.0145  1.1714
 .99947  1.2219  0.0172  1.1525
 .99970  1.0340  0.0153  1.1650
 .99993  1.0810  0.0142  1.2112
1.00016  1.1022  0.0124  1.2478
1.00040  1.1943  0.0123  1.2479
1.00063  1.1700  0.0157  1.2059
1.00086  1.1184  0.0178  1.2139
1.00109  1.1228  0.0127  1.2030
1.00133  1.0764  0.0142  1.1277
1.00156  1.0567  0.0144  1.1023
1.00179  1.1472  0.0195  1.1187
1.00203  1.1663  0.0173  1.1166
1.00226  1.1996  0.0139  1.2361
1.00249  1.1367  0.0155  1.2144
1.00273  1.1547  0.0147  1.3030
1.00296  1.1693  0.0144  1.2768
1.00319  1.1328  0.0139  1.1633
1.00343  1.1662  0.0152  1.1746
1.00366  1.1269  0.0155  1.1783
1.00389  1.1697  0.0144  1.1955
1.00413  1.1722  0.0171  1.1869
1.00436  1.2070  0.0173  1.2484
1.00459  1.2398  0.0148  1.2592
1.00483  1.1938  0.0141  1.2603
1.00506  1.2048  0.0141  1.1945
1.00529  1.1816  0.0167  1.1388
1.00553  1.1616  0.0196  1.2541
1.00576  1.2833  0.0180  1.3123
1.00600  1.0899  0.0185  1.3229
1.00623  1.0780  0.0148  1.2757
1.00646  1.1458  0.0133  1.2060
1.00670  1.1659  0.0148  1.1727
1.00693  1.2250  0.0180  1.2320
1.00717  1.1690  0.0198  1.2434
1.00740  1.1262  0.0158  1.1855
1.00763  1.1014  0.0136  1.0530
1.00787  1.1798  0.0167  1.1212
1.00810  1.0575  0.0200  1.1704
1.00834  1.0925  0.0186  1.1609
1.00857  1.0686  0.0172  1.1288
1.00881  1.0833  0.0147  1.1166
1.00904  1.1220  0.0164  0.9887
1.00928  1.0695  0.0168  1.1915
1.00951  1.0610  0.0159  1.1241
1.00975  1.0463  0.0164  1.1253
1.00998  1.0610  0.0168  1.1116
1.01022  1.0900  0.0140  1.1636
1.01045  1.1180  0.0149  1.2183
1.01069  1.0783  0.0162  1.2165
1.01092  1.0704  0.0168  1.1867
1.01116  1.1251  0.0174  1.2172
1.01139  1.0661  0.0149  1.1729
1.01163  1.0468  0.0161  1.1397
1.01186  1.0913  0.0191  1.1559
1.01210  1.0669  0.0169  1.1985
1.01233  1.0491  0.0195  1.1921
1.01257  1.0157  0.0138  1.0430
1.01280  1.0024  0.0151  1.0669
1.01304  0.9885  0.0132  0.9795
1.01328  1.0580  0.0120  1.0471
1.01351  1.0553  0.0177  1.1293
1.01375  1.0422  0.0152  1.1328
1.01398  1.0571  0.0158  1.1301
1.01422  0.9591  0.0172  1.0738
1.01445  1.0274  0.0144  0.9268
1.01469  0.9391  0.0174  0.9902
1.01493  0.9459  0.0168  1.0120
1.01516  1.0395  0.0130  1.0127
1.01540  0.9963  0.0158  1.0351
1.01564  1.0050  0.0137  1.1218
1.01587  1.0142  0.0155  1.0309
1.01611  0.9598  0.0176  0.9788
1.01634  0.9503  0.0154  0.9664
1.01658  0.9860  0.0139  1.0002
1.01682  1.0396  0.0175  1.0329
1.01705  0.9961  0.0158  1.0367
1.01729  0.9523  0.0173  1.0102
1.01753  0.9775  0.0180  1.0036
1.01776  0.9828  0.0163  1.0588
1.01800  1.0464  0.0120  1.0598
1.01824  0.9605  0.0132  1.0626
1.01847  0.9909  0.0158  1.0453
1.01871  1.0459  0.0143  1.0487
1.01895  1.0031  0.0135  1.0572
1.01918  0.9266  0.0127  1.0208
1.01942  1.0111  0.0145  0.9980
1.01966  1.0075  0.0183  1.0807
1.01990  1.0507  0.0154  1.0905
1.02013  1.0181  0.0151  0.9995
1.02037  1.0984  0.0136  1.0353
1.02061  0.9722  0.0186  1.0214
1.02085  0.9273  0.0157  0.8975
1.02108  0.9283  0.0141  0.9958
1.02132  0.8144  0.0140  0.7276
1.02156  0.9279  0.0167  0.9379
1.02180  0.9438  0.0184  1.0309
1.02203  0.8966  0.0184  1.0176
1.02227  0.8511  0.0143  0.9611
1.02251  0.9041  0.0166  0.9884
1.02275  0.9746  0.0133  0.9783
1.02298  0.9757  0.0170  0.7687
1.02322  0.9815  0.0164  0.8402
1.02346  0.9746  0.0152  0.9683
1.02370  0.9444  0.0134  1.0032
1.02394  0.9744  0.0143  1.0574
1.02418  0.9134  0.0197  1.0110
1.02441  0.9701  0.0195  1.0310
1.02465  0.9695  0.0146  0.9889
1.02489  1.0154  0.0146  1.0030
1.02513  1.0393  0.0146  1.0705
1.02537  0.9979  0.0142  1.0534
1.02561  0.9498  0.0123  0.9417
1.02584  0.9448  0.0128  0.9336
1.02608  0.9300  0.0183  1.0177
1.02632  0.9074  0.0145  1.0207
1.02656  0.9507  0.0160  0.9915
1.02680  0.9185  0.0158  0.9464
1.02704  0.9723  0.0186  1.0822
1.02728  1.0144  0.0186  1.0605
1.02752  1.0057  0.0132  1.0142
1.02775  0.9677  0.0130  1.0024
1.02799  0.9986  0.0131  1.0256
1.02823  0.8035  0.0182  0.8929
1.02847  0.8960  0.0178  1.0146
1.02871  0.8248  0.0169  0.9571
1.02895  0.9043  0.0166  0.8791
1.02919  0.9673  0.0159  0.9532
1.02943  0.8817  0.0159  1.0128
1.02967  0.9056  0.0148  0.9957
1.02991  0.9323  0.0155  1.0246
1.03015  0.8945  0.0159  0.9387
1.03039  0.9282  0.0149  0.9362
1.03063  0.9826  0.0167  1.0068
1.03087  1.0167  0.0166  1.0339
1.03111  1.0118  0.0161  1.0609
1.03135  0.9981  0.0145  1.0032
1.03159  0.9387  0.0139  0.9398
1.03183  0.9384  0.0142  1.0175
1.03207  0.9517  0.0132  1.0258
1.03231  1.0231  0.0125  1.0058
1.03255  0.9627  0.0152  1.0081
1.03279  1.0098  0.0162  1.0777
1.03303  0.9509  0.0189  0.9436
1.03327  0.9030  0.0153  0.9013
1.03351  0.9960  0.0161  0.9277
1.03375  0.9370  0.0152  0.9667
1.03399  0.9606  0.0124  0.8958
1.03423  0.9185  0.0132  0.9383
1.03447  0.9129  0.0138  0.9611
1.03471  0.9352  0.0150  0.8934
1.03495  0.9374  0.0135  0.9693
1.03519  0.9315  0.0147  0.7710
1.03543  0.9855  0.0133  0.9162
1.03567  1.0214  0.0177  0.9956
1.03591  1.0105  0.0188  1.0175
1.03616  0.9746  0.0180  1.0263
1.03640  0.9670  0.0140  1.0126
1.03664  1.0100  0.0130  1.0337
1.03688  0.9575  0.0125  1.0594
1.03712  0.8850  0.0146  1.0423
1.03736  0.9468  0.0154  1.0230
1.03760  0.9980  0.0143  0.9903
1.03784  0.9923  0.0150  0.9843
1.03809  0.9310  0.0194  0.9959
1.03833  0.9944  0.0160  1.0205
1.03857  0.9700  0.0184  0.9402
1.03881  0.9699  0.0184  0.9487
1.03905  0.9827  0.0138  1.0049
1.03929  0.9630  0.0153  0.9869
1.03953  0.9090  0.0151  0.9614
1.03978  0.9404  0.0119  0.9880
1.04002  0.9310  0.0131  1.0163
1.04026  0.9393  0.0158  1.0094
1.04050  0.8982  0.0173  0.9943
1.04074  0.9010  0.0140  0.9702
1.04099  0.9880  0.0161  0.9799
1.04123  0.9165  0.0153  0.9465
1.04147  1.0235  0.0130  0.9949
1.04171  0.9816  0.0145  0.9869
1.04196  1.0363  0.0135  1.0490
1.04220  1.0488  0.0140  0.8003
1.04244  1.0095  0.0124  1.0807
1.04268  0.9823  0.0131  1.0956
1.04293  0.9315  0.0182  1.0316
1.04317  0.9460  0.0151  0.9901
1.04341  0.9427  0.0154  1.0348
1.04365  0.9191  0.0133  1.0315
1.04390  0.9409  0.0153  0.9161
1.04414  0.9689  0.0145  0.9513
1.04438  0.9484  0.0155  0.8976
1.04462  0.9454  0.0141  0.9492
1.04487  0.9833  0.0129  1.0238
1.04511  0.9218  0.0166  0.9912
1.04535  0.9625  0.0170  1.0342
1.04560  1.0054  0.0130  1.0368
1.04584  0.9920  0.0126  1.0285
1.04608  0.9677  0.0132  0.9659
1.04633  0.9866  0.0143  0.9532
1.04657  1.0284  0.0163  0.9800
1.04681  1.0611  0.0146  1.0249
1.04706  1.0064  0.0146  1.0551
1.04730  0.9896  0.0153  1.0286
1.04754  0.9741  0.0146  1.0513
1.04779  0.9721  0.0132  0.9332
1.04803  0.9852  0.0165  1.0593
1.04828  0.9936  0.0146  1.0327
1.04852  1.0141  0.0163  1.0045
1.04876  0.9715  0.0144  1.0258
1.04901  0.9718  0.0148  1.0431
1.04925  1.0204  0.0175  0.9421
1.04950  1.0325  0.0154  1.0351
1.04974  1.0344  0.0177  1.0790
1.04998  1.0144  0.0148  1.1117
1.05023  1.0827  0.0134  1.0459
1.05047  1.0745  0.0125  1.0790
1.05072  1.0398  0.0138  1.0664
1.05096  1.0199  0.0156  1.1025
1.05121  1.0500  0.0141  1.0933
1.05145  1.0045  0.0132  1.0726
1.05169  0.9932  0.0145  1.0749
1.05194  1.0215  0.0161  1.0801
1.05218  1.0245  0.0143  1.0777
1.05243  1.0511  0.0136  1.0610
1.05267  1.0307  0.0152  1.0919
1.05292  1.0186  0.0126  1.0486
1.05316  1.0132  0.0180  1.0303
1.05341  0.9248  0.0195  1.0565
1.05365  1.0052  0.0191  1.0032
1.05390  0.9762  0.0193  1.0193
1.05414  0.9831  0.0172  1.0889
1.05439  0.9695  0.0128  1.0514
1.05463  1.0120  0.0121  0.9997
1.05488  1.0143  0.0149  1.0292
1.05513  1.0180  0.0160  1.0315
1.05537  0.9687  0.0141  1.0514
1.05562  1.0220  0.0126  0.9738
1.05586  0.9702  0.0152  1.0030
1.05611  0.9888  0.0120  0.9874
1.05635  0.9984  0.0122  1.0477
1.05660  1.0176  0.0139  1.0650
1.05684  0.9235  0.0122  0.9326
1.05709  0.9598  0.0146  0.8197
1.05734  1.0030  0.0140  0.9871
1.05758  1.0227  0.0147  1.0255
1.05783  1.0070  0.0144  0.9967
1.05807  1.0114  0.0152  1.0549
1.05832  1.0253  0.0153  1.0263
1.05857  1.0157  0.0187  1.0459
1.05881  0.9907  0.0144  0.9978
1.05906  1.0047  0.0156  0.9478
1.05931  1.0033  0.0133  0.9455
1.05955  0.9543  0.0145  0.9151
1.05980  0.9818  0.0158  0.9635
1.06004  0.9508  0.0126  0.9756
1.06029  0.9918  0.0139  1.0028
1.06054  0.9510  0.0155  1.0080
1.06078  0.9571  0.0147  0.9907
1.06103  0.9212  0.0140  1.0507
1.06128  1.0869  0.0128  1.0595
1.06153  0.9203  0.0176  0.9733
1.06177  1.0656  0.0143  1.0123
1.06202  1.0066  0.0143  1.0777
1.06227  0.9538  0.0137  1.0123
1.06251  1.0135  0.0140  1.0253
1.06276  1.0346  0.0173  1.0375
1.06301  0.9953  0.0154  1.0479
1.06325  1.0326  0.0141  0.9719
1.06350  1.0178  0.0143  0.9629
1.06375  0.9956  0.0150  1.0523
1.06400  1.0457  0.0185  1.0445
1.06424  1.0917  0.0142  1.0360
1.06449  1.0639  0.0134  1.0761
1.06474  0.9799  0.0159  1.0885
1.06499  0.9807  0.0206  1.0323
1.06524  0.9871  0.0197  1.0481
1.06548  0.9896  0.0147  1.0834
1.06573  1.0501  0.0146  0.9867
1.06598  0.9951  0.0148  0.9836
1.06623  0.9879  0.0142  1.0668
1.06647  1.0062  0.0118  1.0393
1.06672  1.0557  0.0156  1.1028
1.06697  1.0899  0.0140  1.1110
1.06722  1.0324  0.0128  1.1173
1.06747  1.0030  0.0147  1.1018
1.06772  1.0310  0.0173  1.0025
1.06796  1.0396  0.0162  1.0261
1.06821  1.0460  0.0146  1.0496
1.06846  1.0264  0.0138  1.0496
1.06871  0.9580  0.0139  1.0683
1.06896  1.0488  0.0166  0.7256
1.06921  1.0652  0.0143  1.0360
1.06946  1.0126  0.0149  1.0475
1.06970  1.0537  0.0185  1.0454
1.06995  0.9698  0.0211  1.0283
1.07020  1.1048  0.0191  1.0178
1.07045  1.0439  0.0216  1.0615
1.07070  1.0139  0.0130  1.0515
1.07095  1.0561  0.0140  1.0920
1.07120  1.0538  0.0140  1.0922
1.07145  0.9077  0.0135  0.9607
1.07170  1.0290  0.0160  0.9367
1.07195  1.1496  0.0159  1.0761
1.07220  1.0152  0.0164  1.0878
1.07244  1.0907  0.0166  1.1015
1.07269  0.9934  0.0140  1.0538
1.07294  0.9751  0.0162  1.1056
1.07319  1.1066  0.0157  1.1121
1.07344  1.1198  0.0196  1.1069
1.07369  1.1810  0.0123  1.1624
1.07394  1.1925  0.0115  1.1672
1.07419  1.1995  0.0148  1.2131
1.07444  1.2040  0.0149  1.2148
1.07469  1.2338  0.0151  1.0926
1.07494  1.1017  0.0174  1.2138
1.07519  1.2459  0.0176  1.1901
1.07544  1.1364  0.0188  1.2034
1.07569  1.2258  0.0181  1.1961
1.07594  1.2824  0.0168  1.2625
1.07619  1.2632  0.0158  1.2916
1.07644  1.2161  0.0170  1.2697
1.07669  1.2739  0.0200  1.2914
1.07694  1.2400  0.0207  1.3141
1.07719  1.2606  0.0192  1.3239
1.07745  1.2833  0.0153  1.2663
1.07770  1.2245  0.0144  1.1919
1.07795  1.2223  0.0137  1.3625
1.07820  1.2458  0.0128  1.3377
1.07845  1.3791  0.0116  1.2767
1.07870  1.3571  0.0221  1.3796
1.07895  1.3401  0.0242  1.4238
1.07920  1.3700  0.0148  1.4202
1.07945  1.3202  0.0155  1.4391
1.07970  1.3288  0.0126  1.4679
1.07995  1.4791  0.0159  1.4299
1.08021  1.2692  0.0224  1.4773
1.08046  1.4679  0.0247  1.4756
1.08071  1.4322  0.0271  1.4300
1.08096  1.3786  0.0181  1.5043
1.08121  1.4553  0.0185  1.4786
1.08146  1.5260  0.0173  1.5050
1.08171  1.7782  0.0178  1.6623
1.08197  1.7351  0.0198  1.7837
1.08222  1.7426  0.0226  1.7680
1.08247  1.5592  0.0167  1.8446
1.08272  1.8045  0.0192  1.8626
1.08297  1.6574  0.0156  1.7908
1.08322  1.7751  0.0161  1.8203
1.08348  1.7708  0.0156  1.9657
1.08373  1.6503  0.0160  1.9152
1.08398  1.7413  0.0228  1.8677
1.08423  1.4225  0.0180  1.7562
1.08448  1.4103  0.0169  1.7037
1.08474  1.5765  0.0151  1.6627
1.08499  1.6267  0.0178  1.6641
1.08524  1.5191  0.0182  1.6466
1.08549  1.5751  0.0184  1.6134
1.08575  1.6583  0.0162  1.6286
1.08600  1.5586  0.0183  1.5856
1.08625  1.3652  0.0176  1.5957
1.08650  1.5001  0.0185  1.5079
1.08676  1.3825  0.0169  1.5171
1.08701  1.3408  0.0169  1.4149
1.08726  1.3814  0.0163  1.4858
1.08752  1.3621  0.0165  1.4681
1.08777  1.4267  0.0197  1.4878
1.08802  1.4006  0.0179  1.4619
1.08828  1.3884  0.0151  1.4950
1.08853  1.3966  0.0185  1.4805
1.08878  1.3558  0.0142  1.4297
1.08903  1.3764  0.0158  1.4497
1.08929  1.5112  0.0189  1.5047
1.08954  1.3840  0.0147  1.4896
1.08980  1.4281  0.0134  1.4385
1.09005  1.2854  0.0150  1.4260
1.09030  1.3462  0.0143  1.4331
1.09056  1.3535  0.0142  1.3571
1.09081  1.2816  0.0133  1.4424
1.09106  1.2337  0.0156  1.4415
1.09132  1.2899  0.0215  1.3249
1.09157  1.3275  0.0169  1.3344
1.09182  1.3069  0.0189  1.3367
1.09208  1.2997  0.0131  1.2892
1.09233  1.3405  0.0137  1.3243
1.09259  1.3959  0.0149  1.3352
1.09284  1.3065  0.0233  1.3013
1.09310  1.3157  0.0184  1.3092
1.09335  1.2594  0.0153  1.3128
1.09360  1.2898  0.0176  1.3576
1.09386  1.3042  0.0180  1.3700
1.09411  1.3121  0.0143  1.4391
1.09437  1.2871  0.0181  1.3969
1.09462  1.3059  0.0165  1.3407
1.09488  1.2993  0.0165  1.3261
1.09513  1.2987  0.0146  1.3153
1.09539  1.2129  0.0134  1.3746
1.09564  1.2255  0.0144  1.3410
1.09590  1.2326  0.0171  1.2840
1.09615  1.2781  0.0151  1.2968
1.09641  1.2463  0.0164  1.3049
1.09666  1.2549  0.0170  1.2304
1.09692  1.2750  0.0159  1.2967
1.09717  1.2917  0.0135  1.2996
1.09743  1.2074  0.0134  1.2442
1.09768  1.2403  0.0143  1.2474
1.09794  1.2258  0.0182  1.2399
1.09819  1.1098  0.0169  1.2049
1.09845  1.0493  0.0163  1.1595
1.09870  1.1357  0.0164  1.1779
1.09896  1.1012  0.0179  1.1942
1.09921  1.0706  0.0152  1.1804
1.09947  1.0904  0.0138  1.1722
1.09973  1.0359  0.0145  1.1401
1.09998  1.0539  0.0135  1.1205
1.10024  1.0616  0.0130  1.1438
1.10049  1.0544  0.0147  1.1650
1.10075  1.0422  0.0115  1.1169
1.10101  1.0379  0.0142  1.1280
1.10126  0.9991  0.0128  1.1630
1.10152  1.0367  0.0124  1.1645
1.10177  1.0298  0.0134  1.1328
1.10203  1.0274  0.0183  1.0869
1.10229  1.0440  0.0195  1.1076
1.10254  1.0237  0.0143  1.1246
1.10280  1.0505  0.0176  1.0861
1.10306  1.0016  0.0178  1.0651
1.10331  0.9763  0.0128  1.0417
1.10357  1.0079  0.0137  1.0466
1.10383  1.0333  0.0181  1.1243
1.10408  0.9187  0.0140  1.0605
1.10434  1.0164  0.0133  0.9986
1.10460  0.9821  0.0124  1.0090
1.10485  0.9545  0.0121  0.9823
1.10511  0.9655  0.0134  0.9914
1.10537  1.0299  0.0136  0.9748
1.10562  0.9847  0.0130  1.0388
1.10588  1.0167  0.0114  1.0240
1.10614  0.9742  0.0138  1.0401
1.10640  0.9907  0.0158  1.0466
1.10665  0.9764  0.0217  1.0422
1.10691  1.0122  0.0149  1.0752
1.10717  0.9165  0.0141  1.0138
1.10743  0.9454  0.0133  0.9619
1.10768  0.9693  0.0122  1.0192
1.10794  0.9821  0.0137  0.9845
1.10820  0.9586  0.0211  0.9900
1.10846  0.9821  0.0150  1.0062
1.10871  0.9562  0.0112  0.9980
1.10897  0.9379  0.0143  1.0350
1.10923  0.9455  0.0135  1.0597
1.10949  0.9717  0.0145  1.0170
1.10975  0.9358  0.0131  0.9919
1.11000  0.9501  0.0150  0.8491
1.11026  1.0325  0.0125  0.9991
1.11052  0.9651  0.0175  0.9715
1.11078  0.9109  0.0169  0.9812
1.11104  0.9409  0.0166  1.0224
1.11130  0.9640  0.0116  0.9601
1.11156  0.9766  0.0145  0.9964
1.11181  0.9665  0.0152  1.0299
1.11207  1.0539  0.0130  1.0929
1.11233  0.9587  0.0139  1.0245
1.11259  0.9604  0.0135  1.0285
1.11285  0.9640  0.0138  1.0287
1.11311  0.9604  0.0152  1.0494
1.11337  0.9589  0.0137  1.0120
1.11363  0.9416  0.0140  1.0184
1.11388  0.9962  0.0119  0.9970
1.11414  1.0282  0.0119  0.9933
1.11440  0.9757  0.0122  1.0331
1.11466  0.9618  0.0142  1.0336
1.11492  0.9551  0.0169  1.0099
1.11518  0.9279  0.0153  0.9978
1.11544  0.9553  0.0137  1.0256
1.11570  0.9551  0.0120  1.0026
1.11596  0.9856  0.0108  1.0230
1.11622  0.9481  0.0142  1.0233
1.11648  0.9805  0.0131  0.9960
1.11674  0.9696  0.0127  0.9687
1.11700  0.9751  0.0134  1.0009
1.11726  0.9756  0.0128  1.0241
1.11752  0.9439  0.0146  0.9313
1.11778  0.9205  0.0174  0.9404
1.11804  0.9380  0.0168  0.9429
1.11830  0.9543  0.0136  1.0502
1.11856  0.9465  0.0144  1.0449
1.11882  0.9272  0.0127  0.9165
1.11908  0.9781  0.0147  1.0287
1.11934  0.9477  0.0189  1.0479
1.11960  0.9601  0.0151  1.0021
1.11986  0.9538  0.0136  1.0394
1.12012  0.9535  0.0144  1.0806
1.12038  0.9279  0.0122  1.0418
1.12064  0.9314  0.0143  0.9701
1.12090  0.9811  0.0217  0.9586
1.12116  0.8801  0.0146  0.9649
1.12142  0.8919  0.0108  0.9048
1.12168  0.9501  0.0130  0.9924
1.12195  0.9125  0.0176  1.0229
1.12221  0.9823  0.0128  0.9918
1.12247  0.9041  0.0137  0.9662
1.12273  0.9411  0.0148  0.9704
1.12299  0.9175  0.0158  0.8488
1.12325  0.9217  0.0148  0.9378
1.12351  1.0060  0.0118  1.0191
1.12377  0.9515  0.0150  1.0435
1.12403  0.9402  0.0145  0.9895
1.12430  0.9954  0.0142  0.9549
1.12456  1.0810  0.0150  1.0114
1.12482  0.9849  0.0157  1.0090
1.12508  0.9924  0.0173  1.0536
1.12534  0.9751  0.0157  1.0316
1.12560  0.9711  0.0136  1.0099
1.12587  0.9408  0.0117  1.0152
1.12613  0.9791  0.0137  1.0376
1.12639  0.9386  0.0133  0.9498
1.12665  1.0088  0.0142  0.9738
1.12691  0.9704  0.0150  1.0500
1.12718  0.9736  0.0137  1.0463
1.12744  0.9780  0.0151  1.0348
1.12770  1.0881  0.0128  0.9916
1.12796  1.0080  0.0202  1.0423
1.12823  1.0113  0.0153  1.1179
1.12849  0.9760  0.0123  1.0761
1.12875  1.0519  0.0158  1.0514
1.12901  1.0450  0.0171  1.0621
1.12928  1.0274  0.0157  1.0375
1.12954  1.0152  0.0137  1.0118
1.12980  0.9667  0.0112  0.9419
1.13006  0.9246  0.0172  0.9762
1.13033  0.9891  0.0191  1.0167
1.13059  1.0784  0.0184  1.0178
1.13085  0.9859  0.0159  0.9101
1.13112  1.0369  0.0139  1.0278
1.13138  0.9597  0.0123  1.0110
1.13164  0.9656  0.0127  0.9968
1.13191  0.9793  0.0131  0.9870
1.13217  0.9629  0.0168  0.9840
1.13243  0.9475  0.0172  1.0012
1.13270  1.0102  0.0141  0.9994
1.13296  1.0035  0.0170  1.0130
1.13322  1.0336  0.0125  1.0939
1.13349  1.0012  0.0139  1.0720
1.13375  0.9411  0.0132  0.9801
1.13401  0.9160  0.0122  0.9437
1.13428  0.9159  0.0175  0.9222
1.13454  0.9567  0.0153  1.0394
1.13480  0.9486  0.0129  1.0020
1.13507  0.9469  0.0146  0.9707
1.13533  0.9428  0.0134  1.0113
1.13560  0.9692  0.0143  0.9983
1.13586  0.9317  0.0174  0.9467
1.13613  0.8593  0.0151  0.9459
1.13639  0.9238  0.0136  0.8157
1.13665  0.9204  0.0144  0.9841
1.13692  0.8691  0.0157  0.9934
1.13718  0.9281  0.0151  1.0223
1.13745  0.9380  0.0136  0.9983
1.13771  0.9414  0.0145  0.9844
1.13798  0.8731  0.0150  0.9599
1.13824  0.8869  0.0185  0.9261
1.13851  0.8816  0.0188  0.9437
1.13877  0.9062  0.0154  0.9479
1.13904  0.9154  0.0174  0.9811
1.13930  0.8894  0.0169  0.9667
1.13957  0.9427  0.0168  0.9281
1.13983  0.9885  0.0146  0.9129
1.14010  0.9055  0.0173  0.8853
1.14036  0.8296  0.0149  0.9474
1.14063  0.8709  0.0127  0.8987
1.14089  0.8659  0.0143  0.9536
1.14116  0.9027  0.0155  0.9790
1.14142  0.9119  0.0168  0.9684
1.14169  0.8816  0.0176  0.8556
1.14195  0.9231  0.0184  0.8766
1.14222  0.8951  0.0158  0.8974
1.14249  0.9280  0.0145  0.9912
1.14275  0.9031  0.0164  0.9313
1.14302  0.9481  0.0146  0.9869
1.14328  0.9572  0.0137  0.9453
1.14355  0.8497  0.0161  0.9357
1.14381  0.8685  0.0185  0.9054
1.14408  0.8680  0.0139  0.9356
1.14435  0.8388  0.0153  0.9597
1.14461  0.8707  0.0145  0.9470
1.14488  0.8572  0.0164  0.8974
1.14515  0.8580  0.0163  0.8933
1.14541  0.8593  0.0147  0.8567
1.14568  0.8805  0.0158  0.8626
1.14595  0.8974  0.0145  0.9034
1.14621  0.9262  0.0168  0.9237
1.14648  0.9018  0.0156  0.9601
1.14674  0.8955  0.0131  0.9203
1.14701  1.0155  0.0158  0.9848
1.14728  0.8706  0.0169  0.8855
1.14755  0.8429  0.0136  0.8864
1.14781  0.9139  0.0146  0.9439
1.14808  0.9275  0.0163  0.9302
1.14835  0.9140  0.0154  0.9567
1.14861  0.8816  0.0147  1.0133
1.14888  0.9435  0.0181  1.0186
1.14915  0.9541  0.0159  1.0411
1.14942  0.9021  0.0120  0.8544
1.14968  0.8950  0.0151  0.8534
1.14995  0.8553  0.0212  0.8697
1.15022  0.8769  0.0178  0.8729
1.15049  0.9460  0.0199  0.8775
1.15075  0.8479  0.0264  0.6233
1.15102  0.8010  0.0201  0.8404
1.15129  0.8088  0.0176  0.8065
1.15156  0.8847  0.0146  0.8781
1.15182  0.8636  0.0125  0.8652
1.15209  0.8356  0.0173  0.8289
1.15236  0.8728  0.0143  0.8498
1.15263  0.8550  0.0156  0.7955
1.15290  0.8838  0.0153  0.8175
1.15316  0.8316  0.0151  0.8062
1.15343  0.8216  0.0145  0.8489
1.15370  0.8973  0.0184  0.9143
1.15397  0.8522  0.0191  0.8808
1.15424  0.8459  0.0198  0.8457
