#Wavelength Flux FluxErr FluxGeo
1.15451  0.8221  0.0163  0.8797
1.15477  0.8243  0.0181  0.8922
1.15504  0.7934  0.0196  0.9830
1.15531  0.7764  0.0178  0.9605
1.15558  0.8565  0.0159  0.9445
1.15585  0.8565  0.0166  0.9502
1.15612  0.8710  0.0189  0.8617
1.15639  0.8718  0.0191  0.9518
1.15666  0.8914  0.0161  0.9341
1.15693  0.8891  0.0185  0.9070
1.15719  0.8532  0.0207  0.8824
1.15746  0.8442  0.0174  0.8389
1.15773  0.8350  0.0164  0.8767
1.15800  0.9941  0.0133  0.9518
1.15827  0.9372  0.0128  0.9063
1.15854  0.9328  0.0182  0.9441
1.15881  0.9046  0.0175  0.9873
1.15908  0.8290  0.0165  0.9538
1.15935  0.8451  0.0193  0.9722
1.15962  0.8313  0.0135  0.9090
1.15989  0.8560  0.0183  0.9348
1.16016  0.8320  0.0157  0.9324
1.16043  0.8562  0.0207  0.9199
1.16070  0.8623  0.0146  0.9076
1.16097  0.8412  0.0202  0.8396
1.16124  0.7256  0.0150  0.8101
1.16151  0.8732  0.0184  0.9993
1.16178  0.8710  0.0191  0.9231
1.16205  0.8369  0.0235  0.8600
1.16232  0.8278  0.0146  0.8879
1.16259  0.9219  0.0173  0.9284
1.16286  0.8324  0.0176  0.9237
1.16313  0.8942  0.0196  0.8822
1.16340  0.9012  0.0176  0.9532
1.16367  0.9586  0.0201  0.9863
1.16394  0.9148  0.0193  0.9154
1.16421  0.9228  0.0202  0.9284
1.16448  0.8684  0.0231  0.8984
1.16476  0.8482  0.0277  0.8597
1.16503  0.8551  0.0194  0.8770
1.16530  0.8268  0.0148  0.8887
1.16557  0.8540  0.0143  0.8977
1.16584  0.8523  0.0152  0.8353
1.16611  0.8109  0.0159  0.8883
1.16638  0.8526  0.0161  0.7240
1.16665  0.8364  0.0170  0.8276
1.16692  0.8702  0.0188  0.8518
1.16720  0.8482  0.0205  0.9149
1.16747  0.8995  0.0176  0.9287
1.16774  0.9171  0.0136  0.9291
1.16801  0.8401  0.0171  0.9316
1.16828  0.8908  0.0228  0.9427
1.16855  0.8474  0.0163  0.8812
1.16883  0.8588  0.0166  0.8239
1.16910  0.9091  0.0145  0.9314
1.16937  0.8840  0.0184  0.9412
1.16964  0.9149  0.0200  0.9211
1.16991  0.9097  0.0146  0.9584
1.17019  0.9175  0.0130  0.8991
1.17046  0.7949  0.0129  0.8211
1.17073  0.9697  0.0153  0.9349
1.17100  0.9091  0.0177  0.9242
1.17128  0.8781  0.0159  0.8664
1.17155  0.9021  0.0139  0.8883
1.17182  0.8997  0.0170  0.8345
1.17209  0.8309  0.0156  0.8356
1.17237  0.8553  0.0186  0.9043
1.17264  0.8569  0.0198  0.7716
1.17291  0.8914  0.0206  0.8660
1.17318  0.8821  0.0210  0.9093
1.17346  0.8726  0.0239  0.8920
1.17373  0.8427  0.0167  0.9159
1.17400  0.9183  0.0137  0.9250
1.17428  0.8719  0.0138  0.9315
1.17455  0.8895  0.0136  0.9618
1.17482  0.8685  0.0156  0.9357
1.17510  0.8621  0.0134  0.8949
1.17537  0.8663  0.0155  0.9218
1.17564  0.9064  0.0151  0.9029
1.17592  0.9136  0.0172  0.8921
1.17619  0.8642  0.0138  0.9314
1.17646  0.8944  0.0195  0.9271
1.17674  0.8973  0.0169  0.8393
1.17701  0.8791  0.0176  0.8902
1.17728  0.8706  0.0171  0.9536
1.17756  0.8409  0.0149  0.8907
1.17783  0.9458  0.0213  0.9144
1.17811  0.9291  0.0148  0.9483
1.17838  0.8432  0.0157  0.8968
1.17865  0.8885  0.0164  0.9001
1.17893  0.9136  0.0146  0.9186
1.17920  0.8831  0.0177  0.9466
1.17948  0.8289  0.0186  0.9410
1.17975  1.0211  0.0148  0.9724
1.18003  0.8168  0.0151  0.9427
1.18030  0.8028  0.0224  0.8059
1.18058  0.8554  0.0275  0.7843
1.18085  0.8636  0.0183  0.9209
1.18112  0.8489  0.0204  0.9572
1.18140  0.9021  0.0187  0.8873
1.18167  0.8079  0.0170  0.8908
1.18195  0.9273  0.0166  0.9095
1.18222  0.8153  0.0218  0.9302
1.18250  0.8460  0.0165  0.8932
1.18277  0.8044  0.0162  0.7421
1.18305  0.8756  0.0176  0.9540
1.18332  0.9220  0.0168  0.9296
1.18360  0.8950  0.0142  0.9164
1.18387  0.8831  0.0221  0.9393
1.18415  0.8955  0.0240  0.9422
1.18443  0.8305  0.0165  0.8794
1.18470  0.8496  0.0143  0.8546
1.18498  0.8837  0.0157  0.8966
1.18525  0.9250  0.0140  0.8861
1.18553  0.9373  0.0150  0.9267
1.18580  0.8593  0.0145  0.8825
1.18608  0.9180  0.0136  0.8909
1.18636  0.8830  0.0144  0.9161
1.18663  0.8707  0.0133  0.8833
1.18691  0.8349  0.0139  0.8814
1.18718  0.8610  0.0166  0.9665
1.18746  0.9133  0.0208  0.9731
1.18774  0.8590  0.0153  0.8706
1.18801  0.8377  0.0186  0.8752
1.18829  0.8679  0.0169  0.9425
1.18857  0.8282  0.0166  0.9549
1.18884  0.9125  0.0150  0.9326
1.18912  0.8760  0.0135  0.9068
1.18939  0.9072  0.0211  0.8244
1.18967  0.8633  0.0155  0.8920
1.18995  0.9350  0.0149  0.9528
1.19022  0.9538  0.0169  0.9238
1.19050  0.6542  0.0155  0.8085
1.19078  0.9294  0.0141  0.9191
1.19106  0.8787  0.0152  0.9290
1.19133  0.8775  0.0167  0.8824
1.19161  0.8961  0.0184  0.9445
1.19189  0.9332  0.0235  0.8846
1.19216  0.8206  0.0205  0.9120
1.19244  0.8981  0.0182  0.9219
1.19272  0.8261  0.0191  0.8782
1.19300  0.8603  0.0169  0.8801
1.19327  0.8834  0.0185  0.9441
1.19355  0.8311  0.0168  0.9057
1.19383  0.8229  0.0123  0.8946
1.19411  0.8596  0.0152  0.9182
1.19438  0.8636  0.0177  0.8709
1.19466  0.8867  0.0146  0.8969
1.19494  0.8657  0.0189  0.8911
1.19522  0.8514  0.0232  0.8967
1.19550  0.8671  0.0146  0.8579
1.19577  0.8766  0.0129  0.8206
1.19605  0.8741  0.0138  0.8678
1.19633  0.8437  0.0146  0.8751
1.19661  0.8797  0.0180  0.9118
1.19689  0.8667  0.0163  0.8978
1.19717  0.8838  0.0156  0.8998
1.19744  0.8673  0.0197  0.9018
1.19772  0.8578  0.0176  0.8898
1.19800  0.8718  0.0182  0.8887
1.19828  0.8751  0.0147  0.8836
1.19856  0.8822  0.0140  0.8823
1.19884  0.9251  0.0123  0.8234
1.19912  0.9382  0.0178  0.6756
1.19940  0.8701  0.0138  0.9195
1.19967  0.8763  0.0158  0.8867
1.19995  0.8516  0.0147  0.8309
1.20023  0.8700  0.0171  0.8208
1.20051  0.9012  0.0137  0.8566
1.20079  0.8575  0.0157  0.8284
1.20107  0.8652  0.0221  0.8844
1.20135  0.8859  0.0165  0.9534
1.20163  0.9158  0.0135  0.9086
1.20191  0.8923  0.0135  0.9118
1.20219  0.8160  0.0125  0.9003
1.20247  0.8615  0.0134  0.9011
1.20275  0.8530  0.0137  0.8911
1.20303  0.8810  0.0147  0.8793
1.20331  0.8811  0.0159  0.8453
1.20359  0.8497  0.0153  0.8716
1.20387  0.8895  0.0153  0.9425
1.20415  0.9255  0.0175  0.8933
1.20443  0.9130  0.0131  0.8894
1.20471  0.8539  0.0153  0.8430
1.20499  0.8649  0.0122  0.8340
1.20527  0.8497  0.0138  0.8970
1.20555  0.8652  0.0167  0.8986
1.20583  0.7344  0.0132  0.7885
1.20611  0.9041  0.0150  0.8540
1.20639  0.9162  0.0108  0.9073
1.20667  0.9179  0.0111  0.8499
1.20695  0.8797  0.0155  0.7573
1.20723  0.7993  0.0188  0.7916
1.20751  0.9671  0.0161  0.8788
1.20779  0.8862  0.0162  0.9649
1.20807  0.8584  0.0147  0.9412
1.20836  0.8248  0.0132  0.8863
1.20864  0.9688  0.0122  0.9139
1.20892  0.9075  0.0144  0.8293
1.20920  0.9128  0.0170  0.8659
1.20948  0.9319  0.0143  0.7435
1.20976  0.9420  0.0148  0.9153
1.21004  0.9206  0.0122  0.9253
1.21033  0.9241  0.0139  0.9178
1.21061  0.9207  0.0165  0.8739
1.21089  0.8812  0.0140  0.8609
1.21117  0.9004  0.0131  0.9276
1.21145  0.9577  0.0128  0.8713
1.21173  0.8803  0.0126  0.8316
1.21202  0.8239  0.0163  0.8490
1.21230  0.8659  0.0138  0.8736
1.21258  0.8959  0.0157  0.8251
1.21286  0.8068  0.0140  0.8430
1.21314  0.8869  0.0148  0.9418
1.21343  0.8728  0.0136  0.9402
1.21371  0.8821  0.0171  0.8809
1.21399  0.8907  0.0116  0.9028
1.21427  0.8983  0.0123  0.8777
1.21456  0.8921  0.0183  0.9407
1.21484  0.8340  0.0144  0.8974
1.21512  0.9193  0.0115  0.9293
1.21540  1.0041  0.0123  0.9705
1.21569  0.9943  0.0135  0.9664
1.21597  0.9622  0.0131  0.7704
1.21625  0.9181  0.0121  0.9133
1.21653  0.8745  0.0130  0.8325
1.21682  0.8498  0.0105  0.8353
1.21710  0.8261  0.0112  0.8232
1.21738  0.8798  0.0123  0.9182
1.21767  0.8860  0.0143  0.8929
1.21795  0.8403  0.0152  0.8985
1.21823  0.8781  0.0123  0.9371
1.21852  0.8956  0.0134  0.9339
1.21880  0.9006  0.0151  0.8936
1.21908  0.9262  0.0139  0.8063
1.21937  0.9391  0.0116  0.8692
1.21965  0.9206  0.0131  0.8800
1.21993  0.9276  0.0146  0.8629
1.22022  0.8618  0.0114  0.9002
1.22050  0.9258  0.0145  0.9266
1.22079  0.9145  0.0124  0.9232
1.22107  0.8843  0.0126  0.8179
1.22135  0.8975  0.0107  0.8518
1.22164  0.8678  0.0110  0.9021
1.22192  0.9175  0.0125  0.9124
1.22221  0.8860  0.0136  0.8875
1.22249  0.8728  0.0138  0.8753
1.22278  0.8516  0.0120  0.8123
1.22306  0.8700  0.0129  0.8988
1.22334  0.9229  0.0115  0.9077
1.22363  0.9085  0.0118  0.8960
1.22391  0.8857  0.0107  0.8828
1.22420  0.9073  0.0140  0.8390
1.22448  0.8502  0.0137  0.9211
1.22477  0.8434  0.0153  0.8903
1.22505  0.8712  0.0126  0.8770
1.22534  0.8739  0.0134  0.8371
1.22562  0.8660  0.0135  0.8811
1.22591  0.8563  0.0141  0.9047
1.22619  0.8549  0.0125  0.9062
1.22648  0.8876  0.0118  0.9320
1.22676  0.9599  0.0121  0.9295
1.22705  0.8942  0.0113  0.8455
1.22733  0.8716  0.0108  0.7879
1.22762  0.9307  0.0128  0.9127
1.22791  0.9349  0.0130  0.9021
1.22819  0.8980  0.0131  0.9000
1.22848  0.9179  0.0124  0.9199
1.22876  0.9010  0.0102  0.9362
1.22905  0.8942  0.0103  0.8996
1.22933  0.8985  0.0124  0.9168
1.22962  0.8869  0.0120  0.9112
1.22991  0.9093  0.0112  0.9194
1.23019  0.9149  0.0116  0.9101
1.23048  0.9152  0.0120  0.8855
1.23076  0.9266  0.0134  0.9315
1.23105  0.8829  0.0136  0.8782
1.23134  0.9004  0.0153  0.9608
1.23162  0.8792  0.0138  0.8928
1.23191  0.8867  0.0120  0.8967
1.23220  0.8586  0.0110  0.8787
1.23248  0.8826  0.0118  0.9087
1.23277  0.8894  0.0109  0.9109
1.23306  0.9032  0.0127  0.8912
1.23334  0.9015  0.0127  0.8900
1.23363  0.8835  0.0122  0.8936
1.23392  0.8757  0.0121  0.8609
1.23420  0.8670  0.0130  0.8488
1.23449  0.8875  0.0130  0.8414
1.23478  0.9590  0.0128  0.8900
1.23507  0.8795  0.0104  0.9062
1.23535  0.9081  0.0127  0.9020
1.23564  0.8694  0.0116  0.8893
1.23593  0.8729  0.0132  0.8611
1.23622  0.8601  0.0120  0.8610
1.23650  0.8915  0.0115  0.8762
1.23679  0.9057  0.0106  0.9205
1.23708  0.9177  0.0110  0.9175
1.23737  0.9257  0.0118  0.9189
1.23765  0.9116  0.0135  0.9313
1.23794  0.9378  0.0158  0.8954
1.23823  0.9058  0.0159  0.8564
1.23852  0.8688  0.0115  0.8257
1.23881  0.8207  0.0122  0.8250
1.23909  0.8785  0.0127  0.8682
1.23938  0.8668  0.0120  0.8523
1.23967  0.8670  0.0115  0.9019
1.23996  0.8660  0.0114  0.8981
1.24025  0.8812  0.0123  0.9071
1.24054  0.9007  0.0127  0.9631
1.24082  0.8891  0.0118  0.9236
1.24111  0.9187  0.0121  0.8935
1.24140  0.8681  0.0122  0.8921
1.24169  0.9287  0.0132  0.9347
1.24198  0.9444  0.0117  0.9868
1.24227  0.9169  0.0111  0.9364
1.24256  0.9081  0.0143  0.9336
1.24285  0.8870  0.0119  0.8799
1.24314  0.8788  0.0126  0.7909
1.24342  0.8918  0.0109  0.8949
1.24371  0.9108  0.0113  0.9332
1.24400  0.8951  0.0113  0.9029
1.24429  0.9010  0.0128  0.9062
1.24458  0.8956  0.0109  0.9051
1.24487  0.9082  0.0132  0.8248
1.24516  0.8975  0.0150  0.9907
1.24545  0.8811  0.0120  0.9074
1.24574  0.8888  0.0109  0.8538
1.24603  0.9031  0.0109  0.8787
1.24632  0.9106  0.0122  0.9453
1.24661  0.9394  0.0114  0.9655
1.24690  0.8515  0.0119  0.8750
1.24719  0.9239  0.0118  0.9353
1.24748  0.9020  0.0103  0.8920
1.24777  0.9106  0.0125  0.7701
1.24806  0.8715  0.0105  0.8394
1.24835  0.9182  0.0127  0.7690
1.24864  0.9028  0.0151  0.8097
1.24893  0.9412  0.0117  0.9218
1.24922  0.9024  0.0118  0.9237
1.24951  0.9172  0.0116  0.9390
1.24980  0.8982  0.0139  0.9175
1.25009  0.9013  0.0110  0.9172
1.25039  0.9174  0.0090  0.8976
1.25068  0.8961  0.0106  0.8882
1.25097  0.9468  0.0114  0.9154
1.25126  0.9309  0.0119  0.9281
1.25155  0.9497  0.0114  0.8325
1.25184  0.9553  0.0120  0.9370
1.25213  0.9319  0.0158  0.9065
1.25242  0.9303  0.0116  0.9159
1.25271  0.9490  0.0112  0.9238
1.25301  0.9442  0.0128  0.9371
1.25330  0.9059  0.0135  0.9441
1.25359  0.8813  0.0128  0.8966
1.25388  0.8639  0.0106  0.8681
1.25417  0.9806  0.0118  0.9155
1.25446  0.9807  0.0140  0.9801
1.25476  0.9653  0.0115  0.9425
1.25505  0.9290  0.0112  0.9020
1.25534  0.9207  0.0122  0.8769
1.25563  0.9334  0.0108  0.9421
1.25592  0.9354  0.0103  0.9141
1.25622  0.8937  0.0122  0.9689
1.25651  0.9243  0.0141  0.9768
1.25680  0.9763  0.0146  0.9785
1.25709  0.9962  0.0137  0.9563
1.25739  0.9631  0.0136  0.8864
1.25768  0.9639  0.0151  0.9619
1.25797  0.9104  0.0116  0.9392
1.25826  0.9580  0.0101  0.8381
1.25856  0.9332  0.0116  0.9849
1.25885  0.9616  0.0113  0.9863
1.25914  0.9085  0.0134  0.9076
1.25943  0.9266  0.0142  0.8886
1.25973  0.9122  0.0110  0.9163
1.26002  0.9235  0.0119  0.9173
1.26031  0.9442  0.0117  0.8413
1.26061  0.9187  0.0109  0.9282
1.26090  0.9095  0.0120  0.9350
1.26119  0.9022  0.0115  0.9922
1.26149  0.8903  0.0114  0.9463
1.26178  0.8954  0.0111  0.9440
1.26207  0.9201  0.0120  0.9137
1.26237  0.9200  0.0132  0.9144
1.26266  0.9401  0.0130  0.9106
1.26295  0.9841  0.0111  0.9477
1.26325  0.9668  0.0100  0.9598
1.26354  0.9265  0.0110  0.9749
1.26384  0.8867  0.0109  0.9116
1.26413  0.8845  0.0098  0.8358
1.26442  0.9282  0.0130  0.9137
1.26472  0.9365  0.0134  0.9598
1.26501  0.9595  0.0123  0.9741
1.26531  0.9327  0.0144  0.9751
1.26560  0.9079  0.0141  0.9570
1.26589  0.9432  0.0132  0.9833
1.26619  0.9578  0.0132  0.9932
1.26648  0.9445  0.0128  0.9399
1.26678  0.9733  0.0149  0.9657
1.26707  0.9487  0.0124  0.9309
1.26737  0.9556  0.0132  0.9757
1.26766  0.9198  0.0135  0.9875
1.26796  0.9255  0.0109  0.8824
1.26825  0.9435  0.0118  0.8290
1.26855  0.9706  0.0123  0.9252
1.26884  0.9760  0.0116  0.9785
1.26914  0.9474  0.0117  0.9384
1.26943  0.8937  0.0127  0.9650
1.26973  0.9773  0.0107  0.9508
1.27002  0.9463  0.0103  0.9308
1.27032  0.9817  0.0111  0.9597
1.27061  0.9668  0.0116  0.9608
1.27091  1.0359  0.0111  1.0248
1.27121  1.0161  0.0116  0.9978
1.27150  0.9462  0.0132  0.9771
1.27180  0.9418  0.0128  0.9165
1.27209  0.9513  0.0110  0.9289
1.27239  0.9692  0.0111  0.9507
1.27268  0.9990  0.0133  1.0050
1.27298  1.0316  0.0163  1.0213
1.27328  1.0415  0.0133  1.0029
1.27357  1.0965  0.0136  1.0302
1.27387  1.0619  0.0158  1.0106
1.27417  1.0807  0.0114  1.0265
1.27446  1.0036  0.0108  1.0241
1.27476  1.0168  0.0113  1.0509
1.27506  1.0051  0.0120  0.9869
1.27535  1.0400  0.0117  0.9727
1.27565  1.0574  0.0127  1.0116
1.27595  1.0325  0.0139  0.9974
1.27624  1.0698  0.0122  1.0360
1.27654  1.0253  0.0110  1.1010
1.27684  1.0330  0.0146  1.0848
1.27713  1.0743  0.0123  1.1127
1.27743  1.0563  0.0128  1.0804
1.27773  1.1075  0.0141  1.1166
1.27802  1.1321  0.0118  1.1282
1.27832  1.1439  0.0152  1.1819
1.27862  1.1040  0.0149  1.1005
1.27892  1.1465  0.0166  1.1234
1.27921  1.0920  0.0126  1.1500
1.27951  1.1549  0.0151  1.1838
1.27981  1.2114  0.0175  1.1955
1.28011  1.1809  0.0125  1.2370
1.28040  1.2440  0.0137  1.2624
1.28070  1.2433  0.0149  1.2727
1.28100  1.1933  0.0123  1.2774
1.28130  1.1836  0.0140  1.2418
1.28160  1.2234  0.0158  1.2467
1.28189  1.1585  0.0167  1.2713
1.28219  1.2095  0.0126  1.2920
1.28249  1.1994  0.0158  1.2522
1.28279  1.2482  0.0119  1.2630
1.28309  1.2515  0.0159  1.2748
1.28339  1.2411  0.0169  1.2626
1.28369  1.2032  0.0131  1.2240
1.28398  1.1880  0.0147  1.2505
1.28428  1.1531  0.0167  1.2363
1.28458  1.1340  0.0132  1.0803
1.28488  1.1137  0.0135  1.2016
1.28518  1.1110  0.0127  1.1778
1.28548  1.1137  0.0148  1.1512
1.28578  1.1241  0.0135  1.1543
1.28608  1.1395  0.0145  1.1444
1.28637  1.1038  0.0123  1.1394
1.28667  1.1020  0.0105  1.0766
1.28697  1.0614  0.0123  1.0557
1.28727  1.1018  0.0140  1.0477
1.28757  1.0490  0.0128  1.0641
1.28787  1.0468  0.0121  1.0810
1.28817  1.0378  0.0128  1.0629
1.28847  1.0828  0.0131  1.1119
1.28877  1.0162  0.0125  1.0440
1.28907  1.0319  0.0110  1.0301
1.28937  1.0708  0.0130  1.0517
1.28967  1.0533  0.0128  1.0365
1.28997  1.0237  0.0151  1.0104
1.29027  1.0245  0.0123  1.0266
1.29057  1.0059  0.0102  1.0242
1.29087  0.9844  0.0113  0.9881
1.29117  0.9654  0.0123  1.0137
1.29147  0.9475  0.0141  1.0094
1.29177  1.0316  0.0114  1.0244
1.29207  1.0791  0.0128  1.0510
1.29237  1.0053  0.0149  1.0108
1.29267  1.0425  0.0127  1.0471
1.29297  1.0167  0.0110  1.0080
1.29328  0.9425  0.0121  0.9987
1.29358  0.9780  0.0117  0.9869
1.29388  0.9685  0.0136  0.9916
1.29418  0.9187  0.0119  0.9708
1.29448  0.9527  0.0115  1.0190
1.29478  0.9859  0.0123  0.9457
1.29508  0.9384  0.0109  1.0019
1.29538  0.9252  0.0113  0.8750
1.29568  0.9544  0.0125  0.9635
1.29599  1.0359  0.0130  1.0311
1.29629  0.9603  0.0130  0.9946
1.29659  0.9661  0.0126  0.9343
1.29689  0.9631  0.0123  0.9677
1.29719  0.9696  0.0108  0.9812
1.29749  0.9788  0.0124  1.0193
1.29780  0.9589  0.0115  0.9407
1.29810  0.9475  0.0107  0.9255
1.29840  0.9405  0.0112  0.8652
1.29870  0.9174  0.0118  0.9318
1.29900  0.9383  0.0115  0.9227
1.29931  0.9654  0.0112  0.9533
1.29961  0.9416  0.0114  0.9180
1.29991  0.9254  0.0115  0.9458
1.30021  0.9237  0.0124  0.9421
1.30051  0.8735  0.0142  0.8910
1.30082  0.9306  0.0135  0.9183
1.30112  0.8570  0.0121  0.9156
1.30142  0.8970  0.0127  0.9218
1.30173  0.9148  0.0128  0.8837
1.30203  0.9008  0.0120  0.8828
1.30233  0.8932  0.0145  0.9041
1.30263  0.9153  0.0112  0.9262
1.30294  0.8916  0.0112  0.9064
1.30324  0.9281  0.0123  0.9237
1.30354  0.9143  0.0111  0.9514
1.30385  0.9364  0.0126  1.0448
1.30415  0.9148  0.0135  0.9925
1.30445  0.9485  0.0121  0.9747
1.30476  0.9256  0.0123  0.9603
1.30506  0.9357  0.0105  0.9148
1.30536  0.8971  0.0111  0.9183
1.30567  0.9438  0.0140  0.9262
1.30597  0.9328  0.0141  0.9068
1.30627  0.9072  0.0147  0.8895
1.30658  0.9723  0.0154  0.9188
1.30688  0.9325  0.0126  0.7933
1.30719  0.9445  0.0113  0.9359
1.30749  0.8891  0.0116  0.8237
1.30779  0.8795  0.0129  0.8846
1.30810  0.9340  0.0122  0.8993
1.30840  0.9444  0.0151  0.8858
1.30871  0.9522  0.0132  0.9303
1.30901  0.9254  0.0118  0.8854
1.30932  0.9108  0.0126  0.8801
1.30962  0.9316  0.0137  0.9719
1.30993  0.9361  0.0125  0.9768
1.31023  0.9246  0.0121  0.9338
1.31054  0.9318  0.0122  0.9625
1.31084  0.9304  0.0118  0.9288
1.31114  0.9345  0.0126  0.9172
1.31145  0.9331  0.0114  0.9190
1.31176  0.8931  0.0142  0.8796
1.31206  0.8843  0.0128  0.9327
1.31237  0.8774  0.0172  0.8987
1.31267  0.9365  0.0146  0.8707
1.31298  0.8957  0.0111  0.9154
1.31328  0.9260  0.0121  0.9562
1.31359  0.8767  0.0139  0.9517
1.31389  0.9066  0.0138  0.9008
1.31420  0.9381  0.0148  0.8875
1.31450  0.9414  0.0153  0.7414
1.31481  0.8961  0.0132  0.8820
1.31512  0.8030  0.0124  0.9276
1.31542  0.8934  0.0118  0.9223
1.31573  0.9233  0.0121  0.8679
1.31603  0.7915  0.0121  0.8261
1.31634  0.9339  0.0135  0.9875
1.31665  0.9488  0.0132  0.9092
1.31695  0.9175  0.0131  0.8937
1.31726  0.9170  0.0126  0.9164
1.31756  0.9342  0.0137  0.9250
1.31787  0.9081  0.0111  0.9016
1.31818  0.9340  0.0129  0.8947
1.31848  0.9211  0.0123  0.9248
1.31879  0.9426  0.0142  0.9040
1.31910  0.9364  0.0134  0.9118
1.31940  0.9361  0.0130  0.9227
1.31971  0.9213  0.0116  0.9509
1.32002  0.9099  0.0120  0.9069
1.32033  0.8479  0.0121  0.8717
1.32063  0.8593  0.0121  0.8644
1.32094  0.8652  0.0115  0.7646
1.32125  0.9402  0.0155  0.8342
1.32155  0.9739  0.0146  0.9680
1.32186  0.9802  0.0123  0.9486
1.32217  0.9609  0.0126  0.8971
1.32248  0.9275  0.0155  0.8408
1.32278  0.8939  0.0168  0.9186
1.32309  0.8724  0.0117  0.9012
1.32340  0.9115  0.0150  0.9253
1.32371  0.9094  0.0123  0.9250
1.32402  0.9077  0.0138  0.9433
1.32432  0.9560  0.0139  0.9637
1.32463  0.9218  0.0114  0.9405
1.32494  0.9487  0.0127  0.9714
1.32525  0.9277  0.0126  0.9465
1.32556  0.9246  0.0135  0.9593
1.32587  0.9041  0.0139  0.9698
1.32617  0.8989  0.0137  1.0027
1.32648  0.9119  0.0146  0.9391
1.32679  0.8975  0.0135  0.9100
1.32710  0.9046  0.0119  0.9252
1.32741  0.9365  0.0118  0.9054
1.32772  0.9683  0.0111  0.9243
1.32803  0.9084  0.0132  0.8887
1.32833  0.9319  0.0124  0.8792
1.32864  0.9768  0.0127  0.9106
1.32895  0.9499  0.0143  0.9247
1.32926  0.9068  0.0142  0.8587
1.32957  0.9025  0.0137  0.8777
1.32988  0.8778  0.0161  0.6608
1.33019  0.9090  0.0156  0.8989
1.33050  0.9097  0.0117  0.8942
1.33081  0.9272  0.0122  0.8959
1.33112  0.9025  0.0119  0.9264
1.33143  0.8992  0.0132  0.8966
1.33174  0.9474  0.0123  0.8326
1.33205  0.9008  0.0141  0.8052
1.33236  0.8827  0.0129  0.8417
1.33267  0.9162  0.0116  0.9353
1.33298  0.9314  0.0118  0.8991
1.33329  0.9252  0.0113  0.8595
1.33360  0.8936  0.0123  0.9109
1.33391  0.9024  0.0121  0.9138
1.33422  0.9731  0.0129  0.9413
1.33453  0.9137  0.0130  0.9023
1.33484  0.8889  0.0150  0.8600
1.33515  0.8755  0.0134  0.8254
1.33546  0.9058  0.0139  0.8915
1.33577  0.9283  0.0125  0.9369
1.33608  0.9057  0.0135  0.9547
1.33639  0.9022  0.0165  0.9374
1.33670  0.9353  0.0142  0.9366
1.33701  0.9106  0.0141  0.9485
1.33732  0.8913  0.0128  0.8723
1.33764  0.9404  0.0131  0.9085
1.33795  0.9005  0.0132  0.9273
1.33826  0.9184  0.0128  0.9265
1.33857  0.9060  0.0168  0.9198
1.33888  0.9026  0.0154  0.9072
1.33919  0.9172  0.0141  0.8801
1.33950  0.8592  0.0155  0.8765
1.33982  0.8566  0.0149  0.8711
1.34013  0.8886  0.0138  0.9093
1.34044  0.8771  0.0136  0.9653
1.34075  0.9007  0.0145  0.9583
1.34106  0.9181  0.0127  0.9421
1.34137  0.9233  0.0133  0.9355
1.34169  0.8905  0.0141  0.9136
1.34200  0.9075  0.0157  0.8478
1.34231  0.9403  0.0138  0.8983
1.34262  0.9249  0.0131  0.8825
1.34294  0.8869  0.0122  0.8852
1.34325  0.8860  0.0127  0.8311
1.34356  0.8795  0.0142  0.8595
1.34387  0.8968  0.0138  0.8947
1.34419  0.9155  0.0132  0.8276
1.34450  0.9286  0.0130  0.8964
1.34481  0.8652  0.0127  0.9395
1.34512  0.8696  0.0123  0.9071
1.34544  0.8618  0.0132  0.8519
1.34575  0.9080  0.0135  0.8770
1.34606  0.9666  0.0148  0.8901
1.34638  0.9008  0.0147  0.9012
1.34669  0.8597  0.0138  0.8781
1.34700  0.8768  0.0133  0.9085
1.34732  0.9228  0.0136  0.9030
1.34763  0.9265  0.0144  0.8968
1.34794  0.9050  0.0134  0.8723
1.34826  0.8870  0.0136  0.8359
1.34857  0.8738  0.0165  0.8591
1.34888  0.9381  0.0138  0.8906
1.34920  0.9253  0.0131  0.8705
1.34951  0.8846  0.0137  0.8851
1.34982  0.8960  0.0136  0.8454
1.35014  0.8930  0.0177  0.9012
1.35045  0.9159  0.0149  0.8895
1.35077  0.8940  0.0139  0.8481
1.35108  0.8833  0.0123  0.9112
1.35140  0.8820  0.0118  0.8753
1.35171  0.8738  0.0120  0.8817
1.35202  0.8867  0.0166  0.8644
1.35234  0.8667  0.0146  0.8438
1.35265  0.8579  0.0146  0.8624
1.35297  0.8636  0.0141  0.8976
1.35328  0.8797  0.0137  0.8600
1.35360  0.9005  0.0123  0.8982
1.35391  0.8951  0.0135  0.9139
1.35423  0.9278  0.0154  0.9480
1.35454  0.9195  0.0144  0.9289
1.35486  0.9219  0.0147  0.8812
1.35517  0.8951  0.0123  0.9262
1.35549  0.8999  0.0126  0.9459
1.35580  0.9028  0.0137  0.9102
1.35612  0.9088  0.0145  0.8868
1.35643  0.8918  0.0123  0.8783
1.35675  0.8747  0.0134  0.8768
1.35707  0.8906  0.0144  0.8395
1.35738  0.8550  0.0138  0.8865
1.35770  0.8946  0.0119  0.9246
